timestamp,symbol,side,price,filled_amount,fee,status,pnl,balance_after
2026-04-12T20:10:56.931414+00:00,BTC/USDT,sell,70969.81734000001,0.014090497023674597,1.0,filled,,10999.0
2026-04-12T20:10:57.495722+00:00,ETH/USDT,sell,2193.7225900000003,0.5013851819796412,1.0999,filled,,12097.8001
2026-04-12T20:11:02.309741+00:00,BTC/USDT,sell,70969.81734000001,0.01704640163020603,1.2097800100000002,filled,,13306.37032999
2026-04-12T20:11:02.875809+00:00,ETH/USDT,sell,2193.992455,0.6064911617934439,1.3306370329990003,filled,,14635.676725956002
2026-04-12T20:11:12.299642+00:00,BTC/USDT,sell,70969.81734000001,0.020622395934654664,1.4635676725956002,filled,,16097.780830879006
2026-04-12T20:11:12.789567+00:00,ETH/USDT,sell,2193.992455,0.7337208837793842,1.6097780830879007,filled,,17705.949135883817
